locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNHNOIJP_01631	CDS	432				hypothetical protein
MNHNOIJP_01632	CDS	774	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MNHNOIJP_01633	CDS	912				hypothetical protein
MNHNOIJP_01634	CDS	612	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
MNHNOIJP_01635	CDS	276				hypothetical protein
MNHNOIJP_01636	CDS	114				hypothetical protein
MNHNOIJP_01637	CDS	219				hypothetical protein
MNHNOIJP_01638	CDS	393				hypothetical protein
MNHNOIJP_01639	CDS	240				hypothetical protein
MNHNOIJP_01640	CDS	816	mtnN_4	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MNHNOIJP_01641	CDS	249				hypothetical protein
MNHNOIJP_01642	CDS	357				hypothetical protein
MNHNOIJP_01643	CDS	444				hypothetical protein
MNHNOIJP_01644	CDS	573				hypothetical protein
MNHNOIJP_01645	CDS	765				hypothetical protein
MNHNOIJP_01646	CDS	627				hypothetical protein
MNHNOIJP_01647	CDS	3111	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
MNHNOIJP_01648	CDS	3213				hypothetical protein
MNHNOIJP_01649	CDS	1707				hypothetical protein
MNHNOIJP_01650	CDS	1767	cotA_2		COG2132	Spore coat protein A
MNHNOIJP_01651	CDS	1215	smtB_2	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
MNHNOIJP_01652	CDS	912	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
MNHNOIJP_01653	CDS	306				hypothetical protein
MNHNOIJP_01654	CDS	1146				hypothetical protein
MNHNOIJP_01655	CDS	1245				hypothetical protein
MNHNOIJP_01656	CDS	267				hypothetical protein
MNHNOIJP_01657	CDS	711				hypothetical protein
MNHNOIJP_01658	CDS	642	betI_5			HTH-type transcriptional regulator BetI
MNHNOIJP_01659	CDS	465				hypothetical protein
MNHNOIJP_01660	CDS	849				hypothetical protein
MNHNOIJP_01661	CDS	810				hypothetical protein
MNHNOIJP_01662	CDS	618	pbpE		COG1680	Penicillin-binding protein 4*
MNHNOIJP_01663	CDS	540				hypothetical protein
MNHNOIJP_01664	CDS	471				hypothetical protein
MNHNOIJP_01665	CDS	237				hypothetical protein
MNHNOIJP_01666	CDS	1764				hypothetical protein
MNHNOIJP_01667	CDS	858				hypothetical protein
MNHNOIJP_01668	CDS	1299	kstD_1	1.3.99.4		3-oxosteroid 1-dehydrogenase
MNHNOIJP_01669	CDS	537				hypothetical protein
MNHNOIJP_01670	CDS	942				hypothetical protein
MNHNOIJP_01671	CDS	615				hypothetical protein
MNHNOIJP_01672	CDS	792	nei1_1	3.2.2.-	COG0266	Endonuclease 8 1
MNHNOIJP_01673	CDS	4608	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
MNHNOIJP_01674	CDS	315				hypothetical protein
MNHNOIJP_01675	CDS	225				hypothetical protein
MNHNOIJP_01676	CDS	1431	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
MNHNOIJP_01677	CDS	798	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MNHNOIJP_01678	CDS	1521	lcfB_5	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MNHNOIJP_01679	CDS	1167	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MNHNOIJP_01680	CDS	276				hypothetical protein
MNHNOIJP_01681	CDS	486	fabG2_1	1.-.-.-		putative oxidoreductase
MNHNOIJP_01682	CDS	1197	yfdE_2	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
MNHNOIJP_01683	CDS	1221	bktB_1	2.3.1.16	COG0183	Beta-ketothiolase BktB
MNHNOIJP_01684	CDS	567	nemR			HTH-type transcriptional repressor NemR
MNHNOIJP_01685	CDS	1422	stp_1			Multidrug resistance protein Stp
MNHNOIJP_01686	CDS	942				hypothetical protein
MNHNOIJP_01687	CDS	729				putative HTH-type transcriptional regulator
MNHNOIJP_01688	CDS	576				hypothetical protein
MNHNOIJP_01689	CDS	219				hypothetical protein
MNHNOIJP_01690	CDS	1026				hypothetical protein
MNHNOIJP_01691	CDS	1170	mdtL_1			Multidrug resistance protein MdtL
MNHNOIJP_01692	CDS	696	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MNHNOIJP_01693	CDS	672				hypothetical protein
MNHNOIJP_01694	CDS	1104				hypothetical protein
MNHNOIJP_01695	CDS	555				hypothetical protein
MNHNOIJP_01696	CDS	753				Iron-sulfur cluster carrier protein
MNHNOIJP_01697	CDS	573				hypothetical protein
MNHNOIJP_01698	CDS	561				hypothetical protein
MNHNOIJP_01699	CDS	714	ureF_1		COG0830	Urease accessory protein UreF
MNHNOIJP_01700	CDS	648	ureE			Urease accessory protein UreE
MNHNOIJP_01701	CDS	1719	ureC_1	3.5.1.5	COG0804	Urease subunit alpha
MNHNOIJP_01702	CDS	438	ureB	3.5.1.5	COG0832	Urease subunit beta
MNHNOIJP_01703	CDS	303	ureA2	3.5.1.5		Urease subunit gamma 2
MNHNOIJP_01704	CDS	1686				hypothetical protein
MNHNOIJP_01705	CDS	996				hypothetical protein
MNHNOIJP_01706	CDS	177				hypothetical protein
MNHNOIJP_01707	CDS	249				hypothetical protein
MNHNOIJP_01708	CDS	234				hypothetical protein
MNHNOIJP_01709	CDS	729				hypothetical protein
MNHNOIJP_01710	CDS	786				hypothetical protein
MNHNOIJP_01711	CDS	261				hypothetical protein
MNHNOIJP_01712	CDS	843	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MNHNOIJP_01713	CDS	591	betI_6			HTH-type transcriptional regulator BetI
MNHNOIJP_01714	CDS	549				hypothetical protein
MNHNOIJP_01715	CDS	1332	entS_2			Enterobactin exporter EntS
MNHNOIJP_01716	CDS	432			COG1846	putative HTH-type transcriptional regulator
MNHNOIJP_01717	CDS	1455	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
MNHNOIJP_01718	CDS	315				hypothetical protein
MNHNOIJP_01719	CDS	984				hypothetical protein
MNHNOIJP_01720	CDS	864	cmpD_1	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
MNHNOIJP_01721	CDS	837	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MNHNOIJP_01722	CDS	786	novR	4.1.-.-		Decarboxylase NovR
MNHNOIJP_01723	CDS	1011		1.18.1.2	COG0492	Ferredoxin--NADP reductase
MNHNOIJP_01724	CDS	321	fdxA_1		COG1146	Ferredoxin
MNHNOIJP_01725	CDS	825	dhmA	3.8.1.5		Haloalkane dehalogenase
MNHNOIJP_01726	CDS	903				hypothetical protein
MNHNOIJP_01727	CDS	1383	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
MNHNOIJP_01728	CDS	591				hypothetical protein
MNHNOIJP_01729	CDS	339	lsr2_2			Nucleoid-associated protein Lsr2
MNHNOIJP_01730	CDS	942				hypothetical protein
MNHNOIJP_01731	CDS	876				hypothetical protein
MNHNOIJP_01732	CDS	2544	clpC1_1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
MNHNOIJP_01733	CDS	480	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
MNHNOIJP_01734	CDS	1590		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MNHNOIJP_01735	CDS	678				hypothetical protein
MNHNOIJP_01736	CDS	1314	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MNHNOIJP_01737	CDS	1422	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MNHNOIJP_01738	CDS	1653	argS_2	6.1.1.19	COG0018	Arginine--tRNA ligase
MNHNOIJP_01739	CDS	828				hypothetical protein
MNHNOIJP_01740	CDS	720				hypothetical protein
MNHNOIJP_01741	CDS	1395	xfp	4.1.2.22		Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
MNHNOIJP_01742	CDS	513				hypothetical protein
MNHNOIJP_01743	CDS	990	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
MNHNOIJP_01744	CDS	204	csp			Cold shock protein
MNHNOIJP_01745	CDS	210	copZ			Copper chaperone CopZ
MNHNOIJP_01746	CDS	915				hypothetical protein
MNHNOIJP_01747	CDS	2262	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MNHNOIJP_01748	CDS	900	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
MNHNOIJP_01749	CDS	1128	rpfB_1	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
MNHNOIJP_01750	CDS	318	rpfB_2	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
MNHNOIJP_01751	CDS	351				hypothetical protein
MNHNOIJP_01752	CDS	1059	pdxK_2	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
MNHNOIJP_01753	CDS	852				hypothetical protein
MNHNOIJP_01754	CDS	1452	lpqL	3.4.11.1	COG2234	putative lipoprotein aminopeptidase LpqL
MNHNOIJP_01755	CDS	771				hypothetical protein
MNHNOIJP_01756	CDS	990	bcrA			Bacitracin transport ATP-binding protein BcrA
MNHNOIJP_01757	CDS	1056				hypothetical protein
MNHNOIJP_01758	CDS	621	mftR			Putative mycofactocin biosynthesis transcriptional regulator MftR
MNHNOIJP_01759	CDS	492				hypothetical protein
MNHNOIJP_01760	CDS	459				hypothetical protein
MNHNOIJP_01761	CDS	1140				hypothetical protein
MNHNOIJP_01762	CDS	762			COG3305	putative protein
MNHNOIJP_01763	CDS	807	bpoC_1	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
MNHNOIJP_01764	CDS	1374	gabT_1	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
MNHNOIJP_01765	CDS	1437	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
MNHNOIJP_01766	CDS	1227				hypothetical protein
MNHNOIJP_01767	CDS	360	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MNHNOIJP_01768	CDS	681				hypothetical protein
MNHNOIJP_01769	CDS	2166				hypothetical protein
MNHNOIJP_01770	CDS	1854	glfT2_1	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
MNHNOIJP_01771	CDS	828				hypothetical protein
MNHNOIJP_01772	CDS	1071	rsgA_2	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
MNHNOIJP_01773	CDS	465	glfT1_2	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
MNHNOIJP_01774	CDS	375				hypothetical protein
MNHNOIJP_01775	CDS	1476	dag	3.5.1.82		N-acyl-D-glutamate deacylase
MNHNOIJP_01776	CDS	1311		4.1.2.42		D-threonine aldolase
MNHNOIJP_01777	CDS	1452	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MNHNOIJP_01778	CDS	717	tcrX		COG0745	putative transcriptional regulatory protein TcrX
MNHNOIJP_01779	CDS	501				hypothetical protein
MNHNOIJP_01780	CDS	1272				hypothetical protein
MNHNOIJP_01781	CDS	249				hypothetical protein
MNHNOIJP_01782	CDS	240				hypothetical protein
MNHNOIJP_01783	CDS	1050				hypothetical protein
MNHNOIJP_01784	CDS	672	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
MNHNOIJP_01785	CDS	768				hypothetical protein
MNHNOIJP_01786	CDS	705				hypothetical protein
MNHNOIJP_01787	CDS	939				hypothetical protein
MNHNOIJP_01788	CDS	759	mshB_1	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
MNHNOIJP_01789	CDS	615	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MNHNOIJP_01790	CDS	177	tatA			Sec-independent protein translocase protein TatA
MNHNOIJP_01791	CDS	672				hypothetical protein
MNHNOIJP_01792	CDS	720		1.4.3.2	COG1231	L-amino acid oxidase
MNHNOIJP_01793	CDS	306				hypothetical protein
MNHNOIJP_01794	CDS	237				hypothetical protein
MNHNOIJP_01795	CDS	552				hypothetical protein
MNHNOIJP_01796	CDS	1017				hypothetical protein
MNHNOIJP_01797	CDS	882				hypothetical protein
MNHNOIJP_01798	CDS	462				hypothetical protein
MNHNOIJP_01799	CDS	360				hypothetical protein
MNHNOIJP_01800	CDS	1293				hypothetical protein
MNHNOIJP_01801	CDS	1167	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
MNHNOIJP_01802	CDS	678				hypothetical protein
MNHNOIJP_01803	CDS	435				hypothetical protein
MNHNOIJP_01804	CDS	216				hypothetical protein
MNHNOIJP_01805	CDS	198				hypothetical protein
MNHNOIJP_01806	CDS	1134	porA_1			Porin PorA
MNHNOIJP_01807	CDS	1203				hypothetical protein
MNHNOIJP_01808	CDS	4335	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
MNHNOIJP_01809	CDS	192		1.6.5.11	COG2070	NADH:quinone reductase
MNHNOIJP_01810	CDS	126				hypothetical protein
MNHNOIJP_01811	CDS	693	hchA_1	3.5.1.124		Protein/nucleic acid deglycase HchA
MNHNOIJP_01812	CDS	576	fabR_1			HTH-type transcriptional repressor FabR
MNHNOIJP_01813	CDS	1293	namA_1	1.6.99.1		NADPH dehydrogenase
MNHNOIJP_01814	CDS	912				hypothetical protein
MNHNOIJP_01815	CDS	1593	gabD2_2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
MNHNOIJP_01816	CDS	993		1.3.1.103		2-haloacrylate reductase
MNHNOIJP_01817	CDS	789				hypothetical protein
MNHNOIJP_01818	CDS	783	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
MNHNOIJP_01819	CDS	1005	thiY		COG0715	Formylaminopyrimidine-binding protein
MNHNOIJP_01820	CDS	777	iclR		COG1414	Transcriptional repressor IclR
MNHNOIJP_01821	CDS	813	bpoC_2	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
MNHNOIJP_01822	CDS	387	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MNHNOIJP_01823	CDS	1251				hypothetical protein
MNHNOIJP_01824	CDS	942	ssuA			Putative aliphatic sulfonates-binding protein
MNHNOIJP_01825	CDS	333				hypothetical protein
MNHNOIJP_01826	CDS	1557		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MNHNOIJP_01827	CDS	1185	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
MNHNOIJP_01828	CDS	372			COG2149	putative protein
MNHNOIJP_01829	CDS	315				hypothetical protein
MNHNOIJP_01830	CDS	1326				hypothetical protein
MNHNOIJP_01831	CDS	1212				hypothetical protein
MNHNOIJP_01832	CDS	804	tgs2	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
MNHNOIJP_01833	CDS	2265	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MNHNOIJP_01834	CDS	1599	cntA		COG0747	Metal-staphylopine-binding protein CntA
MNHNOIJP_01835	CDS	615	kstR_2			HTH-type transcriptional repressor KstR
MNHNOIJP_01836	CDS	552				hypothetical protein
MNHNOIJP_01837	CDS	1200	hmgA	1.13.11.5		Homogentisate 1,2-dioxygenase
MNHNOIJP_01838	CDS	870				hypothetical protein
MNHNOIJP_01839	CDS	885				hypothetical protein
MNHNOIJP_01840	CDS	405				hypothetical protein
MNHNOIJP_01841	CDS	699	hchA_2	3.1.2.-		Protein/nucleic acid deglycase HchA
MNHNOIJP_01842	CDS	1434				putative inactive lipase
MNHNOIJP_01843	CDS	693				hypothetical protein
MNHNOIJP_01844	CDS	171				hypothetical protein
MNHNOIJP_01845	CDS	414				hypothetical protein
MNHNOIJP_01846	CDS	1275				hypothetical protein
MNHNOIJP_01847	CDS	429				hypothetical protein
MNHNOIJP_01848	CDS	585				hypothetical protein
MNHNOIJP_01849	CDS	153	mgtB_1	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
MNHNOIJP_01850	CDS	705	mgtC		COG1285	Protein MgtC
MNHNOIJP_01851	CDS	1875				hypothetical protein
MNHNOIJP_01852	CDS	477				hypothetical protein
MNHNOIJP_01853	CDS	1122				hypothetical protein
MNHNOIJP_01854	CDS	576	yceD_1		COG2310	General stress protein 16U
MNHNOIJP_01855	CDS	1230				hypothetical protein
MNHNOIJP_01856	CDS	648				hypothetical protein
MNHNOIJP_01857	CDS	435				hypothetical protein
MNHNOIJP_01858	CDS	165				hypothetical protein
MNHNOIJP_01859	CDS	255				hypothetical protein
MNHNOIJP_01860	CDS	594	slmA_1			Nucleoid occlusion factor SlmA
MNHNOIJP_01861	CDS	762	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MNHNOIJP_01862	CDS	516				hypothetical protein
MNHNOIJP_01863	CDS	1314	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
MNHNOIJP_01864	CDS	921	hsaC_1	1.13.11.25	COG0346	Iron-dependent extradiol dioxygenase
MNHNOIJP_01865	CDS	1179	hsaA_2	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
MNHNOIJP_01866	CDS	870	hsaD_1	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
MNHNOIJP_01867	CDS	249				hypothetical protein
MNHNOIJP_01868	CDS	1884				hypothetical protein
MNHNOIJP_01869	CDS	552				hypothetical protein
MNHNOIJP_01870	CDS	954				hypothetical protein
MNHNOIJP_01871	CDS	996	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MNHNOIJP_01872	CDS	1890		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
MNHNOIJP_01873	CDS	435				hypothetical protein
MNHNOIJP_01874	CDS	843				hypothetical protein
MNHNOIJP_01875	CDS	1104	abaF_2			Fosfomycin resistance protein AbaF
MNHNOIJP_01876	CDS	666	fabR_2			HTH-type transcriptional repressor FabR
MNHNOIJP_01877	CDS	1656		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
MNHNOIJP_01878	CDS	138				hypothetical protein
MNHNOIJP_01879	CDS	2367				hypothetical protein
MNHNOIJP_01880	CDS	651				hypothetical protein
MNHNOIJP_01881	CDS	723	mce2R		COG2186	HTH-type transcriptional regulator Mce2R
MNHNOIJP_01882	CDS	1023	yhfQ_1		COG4594	Putative ABC transporter substrate-binding lipoprotein YhfQ
MNHNOIJP_01883	CDS	1014	yfiY_1		COG0614	putative siderophore-binding lipoprotein YfiY
MNHNOIJP_01884	CDS	1452	aam_3	3.5.1.13	COG0154	Acylamidase
MNHNOIJP_01885	CDS	1263	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
MNHNOIJP_01886	CDS	1074	exuT_1			Hexuronate transporter
MNHNOIJP_01887	CDS	705	fdr	1.18.1.2		Ferredoxin--NAD(P)(+) reductase fdr
MNHNOIJP_01888	CDS	765	murI_2	5.1.1.3	COG0796	Glutamate racemase
MNHNOIJP_01889	CDS	369				hypothetical protein
MNHNOIJP_01890	CDS	117				hypothetical protein
MNHNOIJP_01891	CDS	738				hypothetical protein
MNHNOIJP_01892	CDS	1329				hypothetical protein
MNHNOIJP_01893	CDS	1113	kshB	1.14.15.30		3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
MNHNOIJP_01894	CDS	1275	thcE	1.1.99.37	COG1454	Methanol:N,N-dimethyl-4-nitrosoaniline oxidoreductase
MNHNOIJP_01895	CDS	318				hypothetical protein
MNHNOIJP_01896	CDS	1029	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MNHNOIJP_01897	CDS	1647	mviN_2		COG0728	putative peptidoglycan biosynthesis protein MviN
MNHNOIJP_01898	CDS	1155				hypothetical protein
MNHNOIJP_01899	CDS	774			COG3324	Putative glyoxylase CFP32
MNHNOIJP_01900	CDS	945	todF	3.7.1.25		2-hydroxy-6-oxo-2,4-heptadienoate hydrolase
MNHNOIJP_01901	CDS	294				hypothetical protein
MNHNOIJP_01902	CDS	762		1.1.1.119	COG1028	Glucose 1-dehydrogenase
MNHNOIJP_01903	CDS	156				hypothetical protein
MNHNOIJP_01904	CDS	825		1.-.-.-		putative oxidoreductase
MNHNOIJP_01905	CDS	789	ucpA_1	1.-.-.-		Oxidoreductase UcpA
MNHNOIJP_01906	CDS	651				hypothetical protein
MNHNOIJP_01907	CDS	870				hypothetical protein
MNHNOIJP_01908	CDS	1257	fadA_4	2.3.1.16		3-ketoacyl-CoA thiolase
MNHNOIJP_01909	CDS	2181		1.3.99.-		Acyl-CoA dehydrogenase FadE34
MNHNOIJP_01910	CDS	375	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
MNHNOIJP_01911	CDS	180				hypothetical protein
MNHNOIJP_01912	CDS	978	tilS_2	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MNHNOIJP_01913	CDS	555	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
MNHNOIJP_01914	CDS	2568				hypothetical protein
MNHNOIJP_01915	CDS	1704				hypothetical protein
MNHNOIJP_01916	CDS	894				hypothetical protein
MNHNOIJP_01917	CDS	1716				hypothetical protein
MNHNOIJP_01918	CDS	1371	abaF_3			Fosfomycin resistance protein AbaF
MNHNOIJP_01919	CDS	879	gltC_1			HTH-type transcriptional regulator GltC
MNHNOIJP_01920	CDS	1692	aidB_1	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
MNHNOIJP_01921	CDS	1365		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MNHNOIJP_01922	CDS	1089	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
MNHNOIJP_01923	CDS	1179	mftD	1.-.-.-	COG1304	Putative mycofactocin system heme/flavin oxidoreductase MftD
MNHNOIJP_01924	CDS	1932	namA_2	1.6.99.1		NADPH dehydrogenase
MNHNOIJP_01925	CDS	828		1.-.-.-	COG1028	putative NAD-dependent oxidoreductase
MNHNOIJP_01926	CDS	1950		1.-.-.-		NADH oxidase
MNHNOIJP_01927	CDS	1560	mnmC_3	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MNHNOIJP_01928	CDS	750				hypothetical protein
MNHNOIJP_01929	CDS	1329				putative inactive lipase
MNHNOIJP_01930	CDS	1257				hypothetical protein
MNHNOIJP_01931	CDS	1377	nanT			Sialic acid transporter NanT
MNHNOIJP_01932	CDS	663		3.1.1.3		Lipase 2
MNHNOIJP_01933	CDS	582				hypothetical protein
MNHNOIJP_01934	CDS	1575	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MNHNOIJP_01935	CDS	960				hypothetical protein
MNHNOIJP_01936	CDS	558				hypothetical protein
MNHNOIJP_01937	CDS	1641	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
MNHNOIJP_01938	CDS	489				hypothetical protein
MNHNOIJP_01939	CDS	330				hypothetical protein
MNHNOIJP_01940	CDS	207		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
MNHNOIJP_01941	CDS	1122		1.3.99.-		Acyl-CoA dehydrogenase FadE27
MNHNOIJP_01942	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE26
MNHNOIJP_01943	CDS	192	subB_1			Ferredoxin-2
MNHNOIJP_01944	CDS	918	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
MNHNOIJP_01945	CDS	765				hypothetical protein
MNHNOIJP_01946	CDS	852				hypothetical protein
MNHNOIJP_01947	CDS	525				hypothetical protein
MNHNOIJP_01948	CDS	501				hypothetical protein
MNHNOIJP_01949	CDS	645				hypothetical protein
MNHNOIJP_01950	CDS	1266	vdh_1	1.14.15.15		Vitamin D(3) 25-hydroxylase
MNHNOIJP_01951	CDS	1083	curA_2	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
MNHNOIJP_01952	CDS	1080	alx		COG0861	Putative membrane-bound redox modulator Alx
MNHNOIJP_01953	CDS	348				hypothetical protein
MNHNOIJP_01954	CDS	1083				hypothetical protein
MNHNOIJP_01955	CDS	243				hypothetical protein
MNHNOIJP_01956	CDS	204				hypothetical protein
MNHNOIJP_01957	CDS	1083	htpX_1	3.4.24.-		Protease HtpX
MNHNOIJP_01958	CDS	1035				putative protein
MNHNOIJP_01959	CDS	1167				hypothetical protein
MNHNOIJP_01960	CDS	708				hypothetical protein
MNHNOIJP_01961	CDS	531				hypothetical protein
MNHNOIJP_01962	CDS	294				hypothetical protein
MNHNOIJP_01963	CDS	429				hypothetical protein
MNHNOIJP_01964	CDS	483				hypothetical protein
MNHNOIJP_01965	CDS	345				hypothetical protein
MNHNOIJP_01966	CDS	657				hypothetical protein
MNHNOIJP_01967	CDS	1236	yycB		COG2807	putative transporter YycB
MNHNOIJP_01968	CDS	714	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MNHNOIJP_01969	CDS	1119				hypothetical protein
MNHNOIJP_01970	CDS	927				hypothetical protein
MNHNOIJP_01971	CDS	1554		2.8.3.18		Succinyl-CoA:acetate CoA-transferase
MNHNOIJP_01972	CDS	1644	lcfB_6	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MNHNOIJP_01973	CDS	879	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MNHNOIJP_01974	CDS	594	cymR_1			HTH-type transcriptional regulator CymR
MNHNOIJP_01975	CDS	654	udk_2	2.7.1.48	COG0572	Uridine kinase
MNHNOIJP_01976	CDS	135				hypothetical protein
MNHNOIJP_01977	CDS	393				hypothetical protein
MNHNOIJP_01978	CDS	651				hypothetical protein
MNHNOIJP_01979	CDS	1458				hypothetical protein
MNHNOIJP_01980	CDS	990	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
MNHNOIJP_01981	CDS	567				hypothetical protein
MNHNOIJP_01982	CDS	684				putative HTH-type transcriptional regulator
MNHNOIJP_01983	CDS	1191	pcaF	2.3.1.174		Beta-ketoadipyl-CoA thiolase
MNHNOIJP_01984	CDS	432				putative protein
MNHNOIJP_01985	CDS	900	gltC_2			HTH-type transcriptional regulator GltC
MNHNOIJP_01986	CDS	1407		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MNHNOIJP_01987	CDS	642	gpmB_1	5.4.2.-		phosphoglycerate mutase GpmB
MNHNOIJP_01988	CDS	1194				hypothetical protein
MNHNOIJP_01989	CDS	843				hypothetical protein
MNHNOIJP_01990	CDS	825	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
